指标,角色,问题,问题的不同的问法,问题类型,主题,指标名称,开始时间/基准时间,结束时间/对比时间,统计时效,维度(分组),限定条件,排序字段,排序方向,TopN,指标单位,精度,表,字段,答案-SQL部分,推荐的关联问题,结果+分析解读部分,
会员销售额占比,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店昨天的会员销售额占总销售额的百分比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额同比,"老板【总部】,营销【总部】",本周的会员销售额与上周相比有何变化？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额同比,"老板【总部】,区域经理【总部】,营销【总部】",华南区本周的会员销售额与上周相比有何变化？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额同比,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店本周的会员销售额与上周相比有何变化？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,营销【总部】",上个月，各个区域的会员销售额怎样？,,分布类,销售,,,,,,,,,,,,,,,,,
会员销售额排名,"老板【总部】,营销【总部】",上个月，哪个区域的会员销售额最高？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",本月西湖店的会员销售额是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,营销【总部】",本月母婴品类的会员销售额是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】",本月华南区母婴品类的会员销售额是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】,品类长【门店】",本月西湖店母婴品类的会员销售额是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,营销【总部】",线上渠道会员销售额是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】",华南区线上渠道会员销售额是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店线上渠道会员销售额是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",去年全年，月会员销售额的增长趋势是怎样的？,,趋势类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",去年全年，西湖店的月会员销售额的增长趋势是怎样的？,,趋势类,销售,,,,,,,,,,,,,,,,,
会员销售额,"老板【总部】,区域经理【总部】,营销【总部】",去年全年，各区域的月会员销售额的增长趋势是怎样的？,,趋势类,销售,,,,,,,,,,,,,,,,,
非会员销售额,老板【总部】,,,,,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,营销【总部】",昨天的会员客单数是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,营销【总部】",昨天的会员客单数比前一天低的原因是什么？,,归因类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】",华南区昨天的会员客单数是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】",华南区昨天的会员客单数比去年低的原因是什么？,,归因类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店昨天的会员客单数是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数占比,"老板【总部】,营销【总部】",昨天的会员客单数占比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数占比,"老板【总部】,区域经理【总部】,营销【总部】",华南区昨天的会员客单数占比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数占比,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店昨天的会员客单数占比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,营销【总部】",本周与上周相比，会员客单数有何变化？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】",本周与上周相比，华南区会员客单数有何变化？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",本周与上周相比，西湖店会员客单数有何变化？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数占比,"老板【总部】,营销【总部】",本月的会员客单数占比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数占比,"老板【总部】,区域经理【总部】,营销【总部】",华南区本月的会员客单数占比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数占比,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店本月的会员客单数占比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,营销【总部】",上个月，哪些区域的会员客单数同比增长最快？,,排名类,销售,,,,,,,,,,,,,,,,,
会员客单数占比,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",上个月西湖店的会员客单数占比是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,营销【总部】",上个月线上和线下渠道的会员客单数分别是多少？,,分布类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】",上个月华南区线上和线下渠道的会员客单数分别是多少？,,分布类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",上个月西湖店线上和线下渠道的会员客单数分别是多少？,,分布类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,营销【总部】",去年全年，会员客单数的月增长趋势如何？,,趋势类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】",去年全年，华南区会员客单数的月增长趋势如何？,,趋势类,销售,,,,,,,,,,,,,,,,,
会员客单数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",去年全年，西湖店会员客单数的月增长趋势如何？,,趋势类,销售,,,,,,,,,,,,,,,,,
非会员客单数,,,,,,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,营销【总部】",昨天的会员客单价是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,营销【总部】",4月的会员客单价同比下滑的影响因素是什么？,,归因类,销售,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】",华南区昨天的会员客单价是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】",为什么华南区4月的会员客单价比3月低？,,归因类,销售,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店昨天的会员客单价是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,营销【总部】",本周与上周相比，会员客单价有何变化？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】",本周与上周相比，华南区会员客单价有何变化？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",本周与上周相比，西湖店会员客单价有何变化？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,营销【总部】",本月各区域的会员客单价是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,营销【总部】",上个月，哪些区域的会员客单价增长最快？,,排名类,销售,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",上个月，西湖店的会员客单价是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,营销【总部】",上个月，线上和线下渠道的会员客单价分别是多少？,,排名类,销售,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】",上个月，华南区线上和线下渠道的会员客单价分别是多少？,,排名类,销售,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",上个月，西湖店线上和线下渠道的会员客单价分别是多少？,,排名类,销售,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,营销【总部】",去年全年，会员客单价的月增长趋势如何？,,趋势类,销售,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】",去年全年，华南区会员客单价的月增长趋势如何？,,趋势类,销售,,,,,,,,,,,,,,,,,
会员客单价,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",去年全年，西湖店会员客单价的月增长趋势如何？,,趋势类,销售,,,,,,,,,,,,,,,,,
非会员客单数,,,,,,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,营销【总部】",昨天新增了多少会员？,,指标类,销售,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,营销【总部】",为什么3月新增的会员比2月低很多？,,归因类,销售,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】",华南区昨天新增了多少会员？,,指标类,销售,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】",为什么华南区3月的新增会员同比下滑了？,,归因类,销售,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店昨天新增了多少会员？,,指标类,销售,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,营销【总部】",上个月，哪个区域的新增会员环比增长最快？,,指标类,销售,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,营销【总部】",最近6个月，新增会员数是否有显著的波动？,,趋势类,销售,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】",最近6个月，华南区新增会员数是否有显著的波动？,,趋势类,销售,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",最近6个月，西湖店新增会员数是否有显著的波动？,,趋势类,销售,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,营销【总部】",上个月，哪些门店的新增会员最多？,,分布类,销售,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】",上个月，华南区哪些门店的新增会员最多？,,分布类,销售,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,营销【总部】",上个月，线上渠道的新增会员有多少？,,指标类,销售,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】",上个月，华南区线上渠道的新增会员有多少？,,指标类,销售,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",上个月，西湖店线上渠道的新增会员有多少？,,指标类,销售,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,营销【总部】",今年一共新增了多少会员？,,指标类,销售,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】",华南区今年一共新增了多少会员？,,指标类,销售,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店今年一共新增了多少会员？,,指标类,销售,,,,,,,,,,,,,,,,,
新增会员数,"老板【总部】,营销【总部】",上个月，各大区的新增会员数分布如何？,,分布类,销售,,,,,,,,,,,,,,,,,
有效会员数,,,,,,,,,,,,,,,,,,,,,,
活跃会员数,"老板【总部】,营销【总部】",上个月有多少活跃会员？,,指标类,销售,,,,,,,,,,,,,,,,,
活跃会员数,"老板【总部】,营销【总部】",为什么上个月的活跃会员环比降低了？,,归因类,销售,,,,,,,,,,,,,,,,,
活跃会员数,"老板【总部】,区域经理【总部】,营销【总部】",华南区上个月有多少活跃会员？,,指标类,销售,,,,,,,,,,,,,,,,,
活跃会员数,"老板【总部】,区域经理【总部】,营销【总部】",为什么华南区上个月的活跃会员同比下滑了？,,归因类,销售,,,,,,,,,,,,,,,,,
活跃会员数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店上个月有多少活跃会员？,,指标类,销售,,,,,,,,,,,,,,,,,
活跃会员数,"老板【总部】,营销【总部】",上个月，哪个区域的活跃会员最多？,,指标类,销售,,,,,,,,,,,,,,,,,
活跃会员数,"老板【总部】,营销【总部】",最近6个月，活跃会员是否有显著的波动？,,趋势类,销售,,,,,,,,,,,,,,,,,
活跃会员数,"老板【总部】,区域经理【总部】,营销【总部】",最近6个月，华南区活跃会员是否有显著的波动？,,趋势类,销售,,,,,,,,,,,,,,,,,
活跃会员数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",最近6个月，西湖店活跃会员是否有显著的波动？,,趋势类,销售,,,,,,,,,,,,,,,,,
活跃会员数,"老板【总部】,区域经理【总部】,营销【总部】",上个月，哪些门店的活跃会员最多？,,分布类,销售,,,,,,,,,,,,,,,,,
活跃会员数,"老板【总部】,营销【总部】",上个月，线上渠道的活跃会员有多少？,,指标类,销售,,,,,,,,,,,,,,,,,
活跃会员数,"老板【总部】,区域经理【总部】,营销【总部】",上个月，华南区线上渠道的活跃会员有多少？,,指标类,销售,,,,,,,,,,,,,,,,,
活跃会员数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",上个月，西湖店线上渠道的活跃会员有多少？,,指标类,销售,,,,,,,,,,,,,,,,,
活跃会员数,"老板【总部】,营销【总部】",上个月，各大区的活跃会员数分布如何？,,分布类,销售,,,,,,,,,,,,,,,,,
库存额,"老板【总部】,采购【总部】",昨天的库存额是多少？,,指标类,库存,,,,,,,,,,,,,,,,,
库存额,"老板【总部】,采购【总部】",为什么4月的库存额比3月上升了这么多？,,归因类,库存,,,,,,,,,,,,,,,,,
库存额,"老板【总部】,区域经理【总部】,采购【总部】",华南区昨天的库存额是多少？,,指标类,库存,,,,,,,,,,,,,,,,,
库存额,"老板【总部】,区域经理【总部】,采购【总部】",为什么华南区上个月的库存额比前一个月增加了？,,归因类,库存,,,,,,,,,,,,,,,,,
库存额,"老板【总部】,区域经理【总部】,采购【总部】,店长【门店】,采购【门店】",西湖店昨天的库存额是多少？,,指标类,库存,,,,,,,,,,,,,,,,,
库存额,"老板【总部】,区域经理【总部】,采购【总部】,店长【门店】,采购【门店】",为什么西湖店4月的库存额比前一个月高出很多？,,归因类,库存,,,,,,,,,,,,,,,,,
库存额,"老板【总部】,采购【总部】",上个月每个区域的库存分别是多少？,,分布类,库存,,,,,,,,,,,,,,,,,
库存额,采购【总部】,3月份每天的库存额如何？,,趋势类,库存,,,,,,,,,,,,,,,,,
库存额,区域经理【总部】,华南区3月份每天的库存额如何？,,趋势类,库存,,,,,,,,,,,,,,,,,
库存额,"采购【总部】,采购【门店】",西湖店3月份每天的库存额如何？,,趋势类,库存,,,,,,,,,,,,,,,,,
库存额,"老板【总部】,区域经理【总部】,采购【总部】,店长【门店】,采购【门店】",上个月，西湖店的库存额是多少？,,指标类,库存,,,,,,,,,,,,,,,,,
库存额,"老板【总部】,采购【总部】",去年，母婴品类库存额是多少？,,指标类,库存,,,,,,,,,,,,,,,,,
库存额,"老板【总部】,区域经理【总部】,采购【总部】",去年，华南区母婴品类库存额是多少？,,指标类,库存,,,,,,,,,,,,,,,,,
库存额,"老板【总部】,区域经理【总部】,采购【总部】,店长【门店】,品类长【门店】,采购【门店】",去年，西湖店母婴品类库存额是多少？,,指标类,库存,,,,,,,,,,,,,,,,,
库存额,"老板【总部】,采购【总部】",昨天库存额最高的5个商品是什么，它们各自的销售额是多少？,,分布类,库存,,,,,,,,,,,,,,,,,
库存额,"老板【总部】,区域经理【总部】,采购【总部】",华南区昨天库存额最高的5个商品是什么，它们各自的销售额是多少？,,分布类,库存,,,,,,,,,,,,,,,,,
库存额,"老板【总部】,区域经理【总部】,采购【总部】,店长【门店】,品类长【门店】,采购【门店】",西湖店昨天库存额最高的5个商品是什么，它们各自的销售额是多少？,,分布类,库存,,,,,,,,,,,,,,,,,
库存额,"老板【总部】,采购【总部】",上个月，库存额最高的品类是哪些？,,分布类,库存,,,,,,,,,,,,,,,,,
库存额,"老板【总部】,区域经理【总部】,采购【总部】",上个月，华南区库存额最高的品类是哪些？,,分布类,库存,,,,,,,,,,,,,,,,,
库存额,"老板【总部】,区域经理【总部】,采购【总部】,店长【门店】,品类长【门店】,采购【门店】",上个月，西湖店库存额最高的品类是哪些？,,分布类,库存,,,,,,,,,,,,,,,,,
库存量,"店长【门店】,品类长【门店】,采购【门店】",西湖店昨天金枕榴莲的库存量是多少？,,指标类,库存,,,,,,,,,,,,,,,,,
库存量,"店长【门店】,品类长【门店】,采购【门店】",现在麒麟瓜还有多少斤库存？,,指标类,库存,,,,,,,,,,,,,,,,,
库存量,采购【总部】,本月金枕榴莲的库存量趋势如何？,,趋势类,库存,,,,,,,,,,,,,,,,,
库存量,采购【总部】,本月华南区金枕榴莲的库存量趋势如何？,,趋势类,库存,,,,,,,,,,,,,,,,,
库存量,"采购【总部】,店长【门店】,品类长【门店】,采购【门店】",本月西湖店金枕榴莲的库存量趋势如何？,,趋势类,库存,,,,,,,,,,,,,,,,,
库存量,"店长【门店】,品类长【门店】,采购【门店】",西湖店近7天麒麟瓜的库存量趋势怎样？,,趋势类,库存,,,,,,,,,,,,,,,,,
库存量,"店长【门店】,品类长【门店】,采购【门店】",西湖店上个月西瓜类库存量最高的商品是哪些？,,分布类,库存,,,,,,,,,,,,,,,,,
库存量,"老板【总部】,采购【总部】",昨天各大区美心月饼的库存量情况怎样？,,分布类,库存,,,,,,,,,,,,,,,,,
库存量,"老板【总部】,采购【总部】",昨天美心月饼的库存量最高的门店有哪些？,,分布类,库存,,,,,,,,,,,,,,,,,
库存量,"老板【总部】,区域经理【总部】,采购【总部】",华南区昨天美心月饼的库存量最高的门店有哪些？,,分布类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,采购【总部】",上个月的库存周转天数是多少？,,指标类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,采购【总部】",为什么上个月的库存周转天数同比增加了？,,归因类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,区域经理【总部】,采购【总部】",华南区上个月的库存周转天数是多少？,,指标类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,区域经理【总部】,采购【总部】",为什么华南区上个月的库存周转天数环比增加了？,,归因类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,区域经理【总部】,采购【总部】,店长【门店】,品类长【门店】,采购【门店】",西湖店上个月的库存周转天数是多少？,,指标类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,区域经理【总部】,采购【总部】,店长【门店】,品类长【门店】,采购【门店】",为什么西湖店4月的库存周转天数比3月增加了？,,归因类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,采购【总部】",上个月的库存周转天数同比,,指标类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,区域经理【总部】,采购【总部】",华南区上个月的库存周转天数同比,,指标类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,区域经理【总部】,采购【总部】,店长【门店】,品类长【门店】,采购【门店】",西湖店上个月的库存周转天数同比,,指标类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,采购【总部】",今年至今的库存周转天数,,指标类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,区域经理【总部】,采购【总部】",华南区今年至今的库存周转天数,,指标类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,区域经理【总部】,采购【总部】,店长【门店】,品类长【门店】,采购【门店】",西湖店今年至今的库存周转天数,,指标类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,采购【总部】",上个月，各区域的库存周转天数？,,排名类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,区域经理【总部】,采购【总部】,店长【门店】",上个月西湖店的库存周转天数是多少？,,指标类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,采购【总部】",上个月母婴品类的库存周转天数是多少？,,指标类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,采购【总部】,区域经理【总部】",上个月华南区母婴品类的库存周转天数是多少？,,指标类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,采购【总部】,区域经理【总部】,店长【门店】,品类长【门店】,采购【门店】",上个月西湖店母婴品类的库存周转天数是多少？,,指标类,库存,,,,,,,,,,,,,,,,,
周转天数,"店长【门店】,品类长【门店】,采购【门店】",西湖店金枕榴莲上个月的库存周转天数是多少？,,指标类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,采购【总部】",去年全年，月库存周转天数呈现何种趋势？,,趋势类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,采购【总部】,区域经理【总部】",去年全年，华南区月库存周转天数呈现何种趋势？,,趋势类,库存,,,,,,,,,,,,,,,,,
周转天数,"老板【总部】,采购【总部】,区域经理【总部】,店长【门店】,品类长【门店】,采购【门店】",去年全年，西湖店月库存周转天数呈现何种趋势？,,趋势类,库存,,,,,,,,,,,,,,,,,
销进比,,,,,,,,,,,,,,,,,,,,,,
缺货率,,,,,,,,,,,,,,,,,,,,,,
断货率,,,,,,,,,,,,,,,,,,,,,,
提篮量,"老板【总部】,营销【总部】",上个月的提篮量是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
提篮量,"老板【总部】,营销【总部】",为什么上个月的提篮量同比下降了？,,归因类,销售,,,,,,,,,,,,,,,,,
提篮量,"老板【总部】,区域经理【总部】,营销【总部】",华南区上个月的提篮量是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
提篮量,"老板【总部】,区域经理【总部】,营销【总部】",为什么华南区上个月的提篮量同比下降了？,,归因类,销售,,,,,,,,,,,,,,,,,
提篮量,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店上个月的提篮量是多少？,,指标类,销售,,,,,,,,,,,,,,,,,
提篮量,"老板【总部】,营销【总部】",上个月各区域的提篮量是多少？,,排名类,销售,,,,,,,,,,,,,,,,,
提篮量,"老板【总部】,营销【总部】",上个月提篮量最高的门店是哪些？,,排名类,销售,,,,,,,,,,,,,,,,,
提篮量,"老板【总部】,区域经理【总部】,营销【总部】",上个月华南区提篮量最高的门店是哪些？,,排名类,销售,,,,,,,,,,,,,,,,,
提篮量,"老板【总部】,营销【总部】",近6个月的提篮量趋势如何？,,趋势类,销售,,,,,,,,,,,,,,,,,
提篮量,"老板【总部】,区域经理【总部】,营销【总部】",华南区近6个月的提篮量趋势如何？,,趋势类,销售,,,,,,,,,,,,,,,,,
提篮量,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",西湖店近6个月的提篮量趋势如何？,,趋势类,销售,,,,,,,,,,,,,,,,,
提篮量,"老板【总部】,营销【总部】",上个月哪些门店的提篮量最差？,,排名类,销售,,,,,,,,,,,,,,,,,
提篮量,"老板【总部】,区域经理【总部】,营销【总部】",上个月华南区哪些门店的提篮量最差？,,排名类,销售,,,,,,,,,,,,,,,,,
提篮量,店长【门店】,3月份每天的提篮量是多少？,,趋势类,销售,,,,,,,,,,,,,,,,,
提篮量,"老板【总部】,营销【总部】",哪些区域的提篮量增长最快？,,排名类,销售,,,,,,,,,,,,,,,,,
提篮量,"老板【总部】,营销【总部】",哪些区域的提篮量增长最多？,,排名类,销售,,,,,,,,,,,,,,,,,
入篮率,"老板【总部】,营销【总部】,采购【总部】",上个月蔬菜品类的入篮率是多少？,,指标类,商品,,,,,,,,,,,,,,,,,
入篮率,"老板【总部】,营销【总部】,采购【总部】",为什么上个月蔬菜品类的入篮率环比下降了？,,归因类,商品,,,,,,,,,,,,,,,,,
入篮率,"老板【总部】,营销【总部】,采购【总部】",上个月华南区蔬菜品类的入篮率是多少？,,指标类,商品,,,,,,,,,,,,,,,,,
入篮率,"老板【总部】,营销【总部】,采购【总部】",为什么上个月华南区蔬菜品类的入篮率比前一个月下滑了？,,归因类,商品,,,,,,,,,,,,,,,,,
入篮率,"老板【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【总部】,采购【门店】",上个月西湖店蔬菜品类的入篮率是多少？,,指标类,商品,,,,,,,,,,,,,,,,,
入篮率,"老板【总部】,营销【总部】,采购【总部】",上个月飞天茅台的入篮率是多少？,,指标类,商品,,,,,,,,,,,,,,,,,
入篮率,"老板【总部】,营销【总部】,采购【总部】",上个月华南区飞天茅台的入篮率是多少？,,指标类,商品,,,,,,,,,,,,,,,,,
入篮率,"老板【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【总部】,采购【门店】",上个月西湖店飞天茅台的入篮率是多少？,,指标类,商品,,,,,,,,,,,,,,,,,
入篮率,"老板【总部】,营销【总部】,采购【总部】",昨天麒麟瓜的入篮率是多少？,,指标类,商品,,,,,,,,,,,,,,,,,
入篮率,"老板【总部】,营销【总部】,采购【总部】",华南区昨天麒麟瓜的入篮率是多少？,,指标类,商品,,,,,,,,,,,,,,,,,
入篮率,"老板【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【总部】,采购【门店】",西湖店昨天麒麟瓜的入篮率是多少？,,指标类,商品,,,,,,,,,,,,,,,,,
入篮率,"老板【总部】,营销【总部】,采购【总部】",上个月入篮率最高的商品有哪些？,,排名类,商品,,,,,,,,,,,,,,,,,
入篮率,"老板【总部】,营销【总部】,采购【总部】",上个月华南区入篮率最高的商品有哪些？,,排名类,商品,,,,,,,,,,,,,,,,,
入篮率,"老板【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【总部】,采购【门店】",上个月西湖店入篮率最高的商品有哪些？,,排名类,商品,,,,,,,,,,,,,,,,,
入篮率,"老板【总部】,营销【总部】,采购【总部】",飞天茅台近6个月的入篮率有什么变化？,,趋势类,商品,,,,,,,,,,,,,,,,,
入篮率,"老板【总部】,营销【总部】,采购【总部】",华南区飞天茅台近6个月的入篮率有什么变化？,,趋势类,商品,,,,,,,,,,,,,,,,,
入篮率,"老板【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【总部】,采购【门店】",西湖店飞天茅台近6个月的入篮率有什么变化？,,趋势类,商品,,,,,,,,,,,,,,,,,
